mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.1742232322692871,0.011840178934941709,0.006163501739501953,0.0009550572691535516,20,1,2,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.9562937062937062,0.8872377622377622,0.7845454545454544,0.9518181818181818,0.8516483516483516,0.8863086913086912,0.0644163866480537,76
0.24179415702819823,0.007845358924966706,0.008183813095092774,0.0015745895141708105,20,1,2,300,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.9571678321678322,0.8846153846153846,0.7872727272727273,0.9636363636363636,0.8452380952380952,0.8875860805860805,0.06706744583740444,72
0.07156028747558593,0.006068679050510208,0.003990650177001953,0.0013020539662671037,20,1,5,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9527972027972028,0.8863636363636364,0.7727272727272727,0.9527272727272728,0.8882783882783882,0.8905787545787545,0.06579605503074157,48
0.1643918514251709,0.013981569826343564,0.007283735275268555,0.003020464858317131,20,1,5,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.9597902097902098,0.8933566433566433,0.7836363636363636,0.9545454545454546,0.8754578754578755,0.8933573093573093,0.06405684200107853,22
0.22754244804382323,0.03490432511305717,0.00950918197631836,0.003102047853630168,20,1,5,300,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",0.9545454545454546,0.8933566433566433,0.7818181818181819,0.9563636363636363,0.8681318681318682,0.8908431568431567,0.0644352099363743,46
0.08102936744689941,0.005900364905900417,0.003255891799926758,0.0011855436224642178,20,1,10,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.9475524475524475,0.8793706293706294,0.7781818181818182,0.9672727272727273,0.8791208791208791,0.8902997002997003,0.06635895429299248,52
0.1566380500793457,0.04354535333863736,0.005770826339721679,0.0021270353669363947,20,1,10,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.9615384615384617,0.8846153846153846,0.7781818181818182,0.9654545454545455,0.8553113553113553,0.8890203130203129,0.07005989282670995,64
0.22946667671203613,0.008528687743842238,0.008891773223876954,0.002025385166118567,20,1,10,300,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",0.9632867132867133,0.8898601398601399,0.7763636363636364,0.9636363636363636,0.858974358974359,0.8904242424242426,0.07023985989192973,50
0.08201961517333985,0.004271643640798643,0.0038860321044921877,0.0008231693793677385,20,2,2,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9423076923076923,0.8846153846153846,0.7854545454545454,0.9545454545454545,0.8663003663003663,0.8866446886446887,0.0606074889630529,74
0.15216546058654784,0.02146017984221837,0.003938817977905273,8.114916692880999e-05,20,2,2,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.9545454545454546,0.8968531468531469,0.7854545454545455,0.9618181818181818,0.8644688644688645,0.8926280386280385,0.064680739909825,28
